name,summary,url,image_urls,text_length,word_count,sentences_count,complexity_score,readability_score,topic_keywords,age_group_hint,predicted_age_group
Scharwenzel,"Scharwenzel, formerly also called Schipper-Schrill, is a traditional north German plain-trick card game of the Schafkopf family that is played by two teams with two to four players on each team. The game is at least three centuries old and is played today only on the island of Fehmarn in the German state of Schleswig-Holstein. It may be a regional variant of German Solo with which it bears some similarities and it may also have been ancestral to Schafkopf. It is not related to a different game called Scharwenzel or Scherwenzel that was once played in Bavaria.",https://en.wikipedia.org/wiki/Scharwenzel,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/38_Q_di_fiori.jpg/125px-38_Q_di_fiori.jpg,565,97,4,96.7,121.17,"called, game, german, played, scharwenzel",unspecified,teen
Jass,"Jass (German pronunciation: [ˈjas] ) is a family of trick taking, ace–ten card games and, in its key forms, a distinctive branch of the marriage family. It is popular in its native Switzerland as well as the rest of the Alemannic German-speaking area of Europe, Italian South Tyrol and in a few places in Wisconsin, Ohio, California, Oregon and Washington USA.
The most common variant of Jass is Schieber (in Vorarlberg also known as Krüzjass), which is played by two teams of two players each.  It is often considered Switzerland's national card game, and is so popular there that the Swiss have come to apply the name Jass to trick-taking card games in general.
It is estimated that there are over 70 variants of Jass. The game is so widespread in Switzerland that it is regularly featured on radio and television, for example, radio programmes by SRF1 and the weekly television programmes of Donnschtig Jass (""Thursday Jass"") and Samschtig Jass (""Saturday Jass"") on Schweizer Fernsehen. An estimated 3 million Swiss play Jass regularly and it has been described as a Swiss national game.",https://en.wikipedia.org/wiki/Jass,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Schweizer_Jasskarten.jpg/220px-Schweizer_Jasskarten.jpg,1090,183,7,242.86,117.89,"card, game, jass, swiss, switzerland",unspecified,teen
Schnalzen,"Schnalzen is an Austrian card game  for 4 players and a member of the Rams group of games in which the key feature is that players may choose to drop out of the game if they believe their hand is not strong enough to take a minimum number of tricks. It is, broadly speaking, Ramsen with the Weli as the second-highest trump. Players are dealt 5 cards and may not exchange. The Weli is the second-highest trump and game is 20 points.",https://en.wikipedia.org/wiki/Schnalzen,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Weli.jpg/120px-Weli.jpg,432,82,4,64.02,123.09,"game, highest, players, second, trump",unspecified,teen
Schnapsen,"Schnapsen, Schnapser or Schnapsa is a trick-taking card game of the bézique (ace–ten) family that is very popular in Bavaria and in the territories of the former Austro-Hungarian Empire and has become the national card game of Austria and Hungary. Schnapsen is both of the point-trick (individual cards in each trick are used to determine points as in Pinochle) and trick-and-draw (a new card is drawn after each trick is won) subtypes.
The game is similar to sixty-six (Sechsundsechzig).  Many rule variations exist, and both Schnapsen and sixty-six involve challenging strategy. Schnapsen has been described as ""an inherently intense game that requires a lot of concentration and so isn't good for socializing, but it's a challenging game whose interest never wavers.""",https://en.wikipedia.org/wiki/Schnapsen,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Schnapsen01.jpg/220px-Schnapsen01.jpg,770,121,4,209.18,109.01,"card, challenging, game, schnapsen, trick",unspecified,teen
Schwimmen,"Schwimmen or Einunddreißig  is a social card game for two to nine players, played with a 32-card Piquet pack, that is popular in Austria and Germany. 
Similar games in the United States and Great Britain go under the names of Thirty-One, Blitz and Scat, but are played with a 52-card pack. Schwimmen is also played in tournament form.",https://en.wikipedia.org/wiki/Schwimmen,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Deckblatt.jpg/120px-Deckblatt.jpg,334,58,3,61.64,121.57,"32, card, pack, played, schwimmen",unspecified,adult
Scopa,"Scopa (Italian: [ˈskoːpa]; lit. 'broom') is an Italian card game, and one of the three major national card games in Italy, the others being Briscola and Tresette. It is also popular in Argentina and Brazil, brought in by Italian immigrants, mostly in the Scopa a Quindici variation. Scopa is also played in former Italian colonies such as Libya and Somalia or some other countries like Tunisia and even Morocco, with changed appearance in the cards. It is played with a standard Italian 40-card deck, mostly between two players or four in two partnerships, but it can also be played by three or six players.
The name scopa is an Italian noun meaning 'broom', since taking a scopa means 'to sweep' all the cards from the table. Watching a game of scopa can be a highly entertaining activity, since games traditionally involve lively, colorful, and somewhat strong-worded banter in between hands. However, skill and chance are more important for the outcome of the game.",https://en.wikipedia.org/wiki/Scopa,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Italian_Playing_Cards.jpg/220px-Italian_Playing_Cards.jpg,968,163,8,227.46,119.2,"card, game, italian, played, scopa",unspecified,teen
Seattle,"Seattle (  see-AT-əl) is a city on the West Coast of the United States. It is the seat of King County, Washington. With a 2023 population of 755,078 it is the most populous city in both the state of Washington and the Pacific Northwest region of North America, and the 18th-most populous city in the United States. The Seattle metropolitan area's population is 4.02 million, making it the 15th-largest in the United States. Its growth rate of 21.1% between 2010 and 2020 made it one of the country's fastest-growing large cities.
Seattle is situated on an isthmus between Puget Sound, an inlet of the Pacific Ocean, and Lake Washington. It is the northernmost major city in the United States, located about 100 miles (160 km) south of the Canadian border. A gateway for trade with East Asia, the Port of Seattle is the fourth-largest port in North America in terms of container handling as of 2021.
The Seattle area has been inhabited by Native Americans (such as the Duwamish, who had at least 17 villages around Elliot Bay) for at least 4,000 years before the first permanent European settlers. Arthur A. Denny and his group of travelers, subsequently known as the Denny Party, arrived from Illinois via Portland, Oregon, on the schooner Exact at Alki Point on November 13, 1851. The settlement was moved to the eastern shore of Elliott Bay in 1852 and named ""Seattle"" in honor of Chief Seattle, a prominent 19th-century leader of the local Duwamish and Suquamish tribes. Seattle currently has high populations of Native Americans alongside Americans with strong Asian, African, European, and Scandinavian ancestry, and, as of 2015, hosts the fifth-largest LGBT community in the U.S.
Logging was Seattle's first major industry, but by the late 19th century the city had become a commercial and shipbuilding center as a gateway to Alaska during the Klondike Gold Rush. The city grew after World War II, partly due to the local company Boeing, which established Seattle as a center for its manufacturing of aircraft.
Beginning in the 1980s, the Seattle area developed into a technology center; Microsoft established its headquarters in the region. In 1994, Internet retailer Amazon was founded in Seattle, and Alaska Airlines is based in SeaTac, Washington, serving Seattle–Tacoma International Airport, Seattle's international airport. The stream of new software, biotechnology, and Internet companies led to an economic revival, which increased the city's population by almost 50,000 in the decade between 1990 and 2000.
The culture of Seattle is heavily defined by its significant musical history. Between 1918 and 1951, nearly 24 jazz nightclubs existed along Jackson Street, from the current Chinatown/International District to the Central District. The jazz scene nurtured the early careers of Ernestine Anderson, Ray Charles, Quincy Jones, and others. In the late 20th and early 21st century, the city also was the origin of several rock artists, including Foo Fighters, Heart, and Jimi Hendrix, and the subgenre of grunge and its pioneering bands, including Alice in Chains, Nirvana, Pearl Jam, Soundgarden, and others.",https://en.wikipedia.org/wiki/Seattle,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Seattle_Downtown_Aerial%2C_May_2024.jpg/278px-Seattle_Downtown_Aerial%2C_May_2024.jpg,3127,503,25,845.11,117.29,"city, seattle, states, united, washington",unspecified,adult
Sedma,"Sedma is a Czech 4-card trick-and-draw game played by four players in fixed partnerships with a 32-card Bohemian-pattern pack. Card suits do not play a role in this game, and there is no ranking order. A trick is won by the last player to play a card of the same rank as the card led.
The card game gives its name to the 'Sedma group' which includes closely related games such as the Finnish Ristikontra, the Yugoslavian Sedmice, the Romanian Șeptică, the Hungarian  Zsírozás (also Zsíros or Zsír), the Bavarian Lusti-Kartl'n, the German Schmierer and the possibly Polish Hola. These games have been described as highly unusual members of the ace–ten family, found only in Central and Eastern Europe.: 268",https://en.wikipedia.org/wiki/Sedma,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Sto_cenzr.jpg/220px-Sto_cenzr.jpg,705,120,5,141.38,114.09,"card, game, play, sedma, trick",unspecified,teen
Sedma,"Sedma is a Czech 4-card trick-and-draw game played by four players in fixed partnerships with a 32-card Bohemian-pattern pack. Card suits do not play a role in this game, and there is no ranking order. A trick is won by the last player to play a card of the same rank as the card led.
The card game gives its name to the 'Sedma group' which includes closely related games such as the Finnish Ristikontra, the Yugoslavian Sedmice, the Romanian Șeptică, the Hungarian  Zsírozás (also Zsíros or Zsír), the Bavarian Lusti-Kartl'n, the German Schmierer and the possibly Polish Hola. These games have been described as highly unusual members of the ace–ten family, found only in Central and Eastern Europe.: 268",https://en.wikipedia.org/wiki/Sedma,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Sto_cenzr.jpg/220px-Sto_cenzr.jpg,705,120,5,141.38,114.09,"card, game, play, sedma, trick",unspecified,teen
Sedmice,"Sedmice (""Seven"") is a card game of the Sedma family played in the states of the former Yugoslavia. Like other games of this family, tricks are won by matching the led card in rank. In addition, the Sevens are wild, hence the name. In Croatia, the game is called Šuster.",https://en.wikipedia.org/wiki/Sedmice,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Sedmica.JPG/220px-Sedmica.JPG,270,50,4,35.36,128.16,"addition, card, family, game, won",unspecified,teen
Set (card game),"Set (stylized as SET or SET!) is a real-time card game designed by Marsha Falco in 1974 and published by Set Enterprises in 1991. The deck consists of 81 unique cards that vary in four features across three possibilities for each kind of feature: number of shapes (one, two, or three), shape (diamond, squiggle, oval), shading (solid, striped, or open), and color (red, green, or purple). Each possible combination of features (e.g. a card with three striped green diamonds) appears as a card precisely once in the deck.",https://en.wikipedia.org/wiki/Set_(card_game),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Set-game-cards.png/220px-Set-game-cards.png,520,88,5,113.17,124.56,"card, features, green, set, striped",unspecified,adult
Sheepshead (card game),"Sheepshead is an American trick-taking card game derived from Bavaria's national card game, Schafkopf (lit. 'sheep's head'), hence it is sometimes called American Schafkopf. Sheepshead is most commonly played by five players, but variants exist to allow for two to eight players. There are also many other variants to the game rules, and many slang terms used with the game.
Sheepshead is most commonly played in Wisconsin, where it is sometimes called the ""unofficial"" state card game. In 1983, it was declared the official card game of the city of Milwaukee. It is also common among German counties in Southern Indiana, which has large German-American populations, and on the Internet. 
Numerous tournaments are held throughout Wisconsin during the year, with the largest tournament being the ""Nationals"", held annually in the Wisconsin Dells during a weekend in September, October or November, and mini-tournaments held hourly throughout German Fest in Milwaukee during the last weekend of each July. National 3-Hand Sheepshead Tournament has been held annually in Wisconsin since 1970 in the month of March. 48-hand sessions are held at locations around the state, offering players an opportunity to play in as many of the 100 plus sessions as they wish.",https://en.wikipedia.org/wiki/Sheepshead_(card_game),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Sheepshead_Card_Game.JPG/240px-Sheepshead_Card_Game.JPG,1258,199,10,324.62,117.77,"card, game, held, sheepshead, wisconsin",unspecified,teen
Sheng ji,"Sheng ji is a family of point-based, trick-taking card games played in China and in Chinese immigrant communities. They have a dynamic trump, i.e., which cards are trump changes every round. As these games are played over a wide area with no standardization, rules vary widely from region to region.
The game is most commonly played with two decks of cards, which can be called bāshí fēn (八十分, 'eighty points'), tuō lā jī (拖拉機, 'tractor'),  shuāng kōu (雙摳, 'double digging out'), or shuāng shēng (雙升, 'double upgrade'); another variant is called zhǎo péngyǒu (找朋友, 'Finding Friends'), which has five or more players and two or more decks. Alternatively, it can be played with one deck, in which case the game may be called dǎ bǎi fēn (打百分, 'competing for a hundred points') or sìshí fēn (四十分, 'forty points').
The article below mainly describes the bashi fen variant, with players playing with two decks and in fixed partnerships.",https://en.wikipedia.org/wiki/Sheng_ji,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/People_playing_card_games_in_the_street.jpg/200px-People_playing_card_games_in_the_street.jpg,930,157,7,167.4,114.56,"called, decks, fēn, played, points",unspecified,adult
Shithead (card game),"Shithead (also called China Hand, Ten-Two Slide, Karma, Palace or Shed) is a card game, the object of which is to lose all of one's playing cards. There are many regional variations to the game's original rules.",https://en.wikipedia.org/wiki/Shithead_(card_game),https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Hand_in_Shithead.jpg/200px-Hand_in_Shithead.jpg,211,37,2,28.38,121.75,"called, game, rules, shed, shithead",unspecified,teen
Siebenschräm,"Siebenschräm, Sibbeschröm or Schröömen is a fast-paced, German card game from the Eifel region that is unusual in that the winner of the last trick wins the hand. It may be played by two to eight players, but four is normal. 
Siebenschräm has been played for over two centuries and is part of the pub culture of the Eifel region, but is also popular elsewhere in the Rhineland where it is usually called Tuppen. Since 1982, there have been competitions such as the Rhineland Championship. It is also referred to as 'Eifel Poker'.",https://en.wikipedia.org/wiki/Siebenschr%C3%A4m,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/10D.svg/100px-10D.svg.png,529,93,4,98.45,119.56,"eifel, played, region, rhineland, siebenschräm",unspecified,adult
Six-bid solo,"Six-bid solo, six bid solo or just six-bid for short, is a trick-taking, card game from the western United States for 3 players and is often associated with Salt Lake City. It is a member of the German Tarok group of games that originated in an attempt to play a tarot card game with standard, non-tarot cards. Six-bid solo itself is a variant of frog, a game very similar to south German Tapp, the Swabian version of German Tarok.",https://en.wikipedia.org/wiki/Six-bid_solo,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/English_pattern_cards_-_Suit_of_Hearts_-_IMG_7731.jpg/220px-English_pattern_cards_-_Suit_of_Hearts_-_IMG_7731.jpg,431,79,3,67.03,116.92,"bid, card, game, german, solo",unspecified,teen
Sixty-six (card game),"Sixty-six or 66 (German: Sechsundsechzig), sometimes known as Paderbörnern, is a fast 5- or 6-card point-trick game of the marriage type for 2–4 players, played with 24 cards. It is an ace–ten game where aces are high and tens rank second. It has been described as ""one of the best two-handers ever devised"".
Closely related games for various numbers of players are popular all over Europe and include Austria's national card game, Schnapsen, the Czech/Slovak Mariáš, Hungarian Ulti, Finnish Marjapussi and French Bezique. American pinochle also descends from this family. Together with the jack–nine family, these form the large king–queen family of games.",https://en.wikipedia.org/wiki/Sixty-six_(card_game),https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Schnapskarten_dt-fr.jpg/250px-Schnapskarten_dt-fr.jpg,657,103,5,199.37,115.29,"card, family, game, games, players",unspecified,teen
Sjavs,"Sjavs is a Danish card game of the Schafkopf family that is played in two main variants. In Denmark, it is a 3-player game, played with a shortened pack of 20 cards; in the Faroe Islands, where it is very popular, it is a four-hand, partnership game using a standard piquet pack of 32 cards.",https://en.wikipedia.org/wiki/Sjavs,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Dama_Trefl_z_Wzoru_Berli%C5%84skiego.png/120px-Dama_Trefl_z_Wzoru_Berli%C5%84skiego.png,291,55,2,43.09,126.62,"20, cards, game, pack, played",unspecified,teen
Skat (card game),"Skat (German pronunciation: [ˈskaːt]), historically Scat, is a three-player trick-taking card game of the ace–ten family, devised around 1810 in Altenburg in the Duchy of Saxe-Gotha-Altenburg. It is the national game of Germany and, along with Doppelkopf, it is the most popular card game in Germany and Silesia and one of the most popular in the rest of Poland. A variant of 19th-century Skat was once popular in the US. John McLeod considers it one of the best and most interesting card games for three players, and Kelbet described it as ""the king of German card games."" The German Skat Association assess that it is played by around 25 million Germans – more than play football.",https://en.wikipedia.org/wiki/Skat_(card_game),https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Skat_Trick_Jacks.svg/220px-Skat_Trick_Jacks.svg.png,682,116,5,151.53,119.11,"card, game, german, popular, skat",unspecified,teen
Skitgubbe,"Skitgubbe, (Swedish pronunciation: [ˈɧîːtˌgɵbːɛ]) and also called Mas, Mjölis, Mjölnarmatte, or Flurst (in the United States), is a popular Swedish card game that is rated as one of the best for three players. It has two phases: in the first, players accumulate cards; in the second players aim to discard the accumulated hand. The last player to go out is the skitgubbe. Sometimes, the skitgubbe must make a goat noise.
The first phase is unusual for a trick-taking game, in that there is asynchronous sloughing of cards that match played cards, while play goes around the table.",https://en.wikipedia.org/wiki/Skitgubbe,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Swedish_pattern_cards-Top_Spades-IMG_7482.jpg/220px-Swedish_pattern_cards-Top_Spades-IMG_7482.jpg,580,97,5,114.76,119.12,"cards, game, players, skitgubbe, swedish",unspecified,teen
Skwitz,Skwitz was a 19th-century Austrian card game of the fishing type for 2 to 8 players that was said to be of English origin. It may be a descendant of Cassino which it resembles.,https://en.wikipedia.org/wiki/Skwitz,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Walet_Pik_z_Wzoru_Berli%C5%84skiego.png/130px-Walet_Pik_z_Wzoru_Berli%C5%84skiego.png,176,34,2,37.85,137.33,"19th, austrian, card, cassino, century",unspecified,adult
Skærvindsel,"Skærvindsel is a Danish card game for four players that is a member of the Schafkopf family. Today it is mostly played in Jutland and is therefore often spelled Sjervinsel, but was previously widespread throughout Denmark. It was the first Danish game where the winner of the auction, the declarer, could choose a partner by calling an Ace. This principle has since been transferred to Call-Ace Whist (Esmakkerwhist).",https://en.wikipedia.org/wiki/Sk%C3%A6rvindsel,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Dama_Trefl_z_Wzoru_Berli%C5%84skiego.png/120px-Dama_Trefl_z_Wzoru_Berli%C5%84skiego.png,417,68,3,102.94,117.89,"ace, danish, game, transferred, whist",unspecified,teen
Slapjack,"Slapjack, also known as Slaps, is a card game generally played among children. It can often be a child's first introduction to playing cards.
The game is a cross between Beggar-My-Neighbour and Egyptian Ratscrew and is also sometimes known as Heart Attack. It is also related to the simpler 'slap' card games often called Snap.",https://en.wikipedia.org/wiki/Slapjack,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/English_pattern_jack_of_hearts.svg/220px-English_pattern_jack_of_hearts.svg.png,327,55,4,69.49,129.81,"attack, card, game, known, slapjack",,teen
Slobberhannes,"Slobberhannes is a  trick-taking, American card game, possibly of German origin, for four players, in which the aim is to avoid taking the first and last tricks and the queen of clubs. Hoyle's describes it as ""really quite an excellent game for the family circle"" that ""can be played with equal enjoyment either for counters or for small stakes..",https://en.wikipedia.org/wiki/Slobberhannes,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/38_Q_di_fiori.jpg/120px-38_Q_di_fiori.jpg,346,59,2,68.1,109.5,"aim, game, small, stakes, taking",unspecified,teen
Slovakia,"Slovakia, officially the Slovak Republic, is a landlocked country in Central Europe. It is bordered by Poland to the north, Ukraine to the east, Hungary to the south, Austria to the west, and the Czech Republic to the northwest. Slovakia's mostly mountainous territory spans about 49,000 square kilometres (19,000 sq mi), hosting a population exceeding 5.4 million. The capital and largest city is Bratislava, while the second largest city is Košice.
The Slavs arrived in the territory of the present-day Slovakia in the 5th and 6th centuries. From the late 6th century, parts of modern Slovakia were incorporated in the Avar Khaghanate. In the 7th century, the Slavs played a significant role in the creation of Samo's Empire. In the 9th century, the Avar Khaghanate dissolved, and the Slavs established the Principality of Nitra, which was later conquered by the Principality of Moravia, leading to the formation of Great Moravia. In the 10th century, after the dissolution of Great Moravia, the territory was integrated into the Principality of Hungary, which then became the Kingdom of Hungary in 1000. In 1241 and 1242, after the Mongol invasion of Europe, much of the territory was destroyed, but was recovered largely thanks to Béla IV. During the 16th and 17th centuries, southern portions of present-day Slovakia were incorporated into provinces of the Ottoman Empire.
After World War I and the dissolution of the Austro-Hungarian Empire, the state of Czechoslovakia was established, incorporating Slovakia. In the lead up to World War II, local fascist parties gradually came to power in the Slovak lands, and the first Slovak Republic was established as a clerical fascist client state under the control of Nazi Germany. In 1940, the country joined the Axis when its leaders signed the Tripartite Pact. The local Jewish population was heavily persecuted, with almost 70,000 Jews being murdered or deported. Internal opposition to the fascist government's policies culminated in the Slovak National Uprising, itself triggered by the Nazi German occupation of the country. Although the uprising was eventually suppressed, partisan resistance continued, and Czechoslovak independence was re-established after the country's liberation at the end of the war.
Following the Soviet-backed coup of 1948, Czechoslovakia became a communist state within the Eastern Bloc, a satellite state of the Soviet Union behind the Iron Curtain and member of the Warsaw Pact. Attempts to liberalise communism culminated in the Prague Spring, which was suppressed by the Warsaw Pact invasion of Czechoslovakia in August 1968. In 1989, the Velvet Revolution peacefully ended Communist rule in Czechoslovakia. Slovakia became an independent state on 1 January 1993 after the peaceful dissolution of Czechoslovakia, sometimes referred to as the Velvet Divorce.
Slovakia is a developed country with an advanced high-income economy. The country maintains a combination of a market economy with a comprehensive social security system, providing citizens with universal health care, free education, and one of the longest paid parental leaves in the OECD. Slovakia is a member of the European Union, the Eurozone, the Schengen Area, the United Nations, NATO, CERN, the OECD, the WTO, the Council of Europe, the Visegrád Group, and the OSCE. Slovakia is also home to eight UNESCO World Heritage Sites. The world's largest per-capita car producer, Slovakia manufactured a total of 1.1 million cars in 2019, representing 43% of its total industrial output.",https://en.wikipedia.org/wiki/Slovakia,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Flag_of_Slovakia.svg/125px-Flag_of_Slovakia.svg.png,3534,550,28,1025.75,117.22,"country, czechoslovakia, slovakia, state, world",unspecified,adult
Slovenia,"Slovenia officially the Republic of Slovenia  is a country in Central Europe. It borders Italy to the west, Austria to the north, Hungary to the northeast, Croatia to the south and southeast, and a short coastline within the Adriatic Sea to the southwest, which is part of the Mediterranean sea. Slovenia is mostly mountainous and forested, covers 20,271 square kilometres (7,827 sq mi), and has a population of approximately 2.1 million. Slovene is the official language. Slovenia has a predominantly temperate continental climate, with the exception of the Slovene Littoral and the Julian Alps. Ljubljana, the capital and largest city of Slovenia, is geographically situated near the centre of the country. Other larger urban centers are Maribor, Kranj, Celje and Koper.
Slovenia's territory has been part of many different states: the Roman Empire, the Byzantine Empire, the Carolingian Empire, the Holy Roman Empire, the Kingdom of Hungary, the Republic of Venice, the Illyrian Provinces of Napoleon's First French Empire and the Habsburg Empire. In October 1918, the Slovenes co-founded the State of Slovenes, Croats, and Serbs. In December 1918, they merged with the Kingdom of Montenegro and the Kingdom of Serbia into the Kingdom of Yugoslavia. During World War II, Germany, Italy, and Hungary occupied and annexed Slovenia, with a tiny area transferred to the Independent State of Croatia, a newly declared Nazi puppet state. In 1945, it again became part of Yugoslavia. Post-war, Yugoslavia was allied with the Eastern Bloc, but after the Tito–Stalin split of 1948, it never subscribed to the Warsaw Pact, and in 1961 it became one of the founders of the Non-Aligned Movement. In June 1991, Slovenia declared independence from Yugoslavia and became an independent sovereign state.
Slovenia is a developed country, with a high-income economy characterized by a mixture of both traditional industries, such as manufacturing and agriculture, and modern sectors, such as information technology and financial service. The economy is highly dependent on foreign trade, with exports accounting for a significant portion of the country's GDP. Slovenia is a member of the European Union, the United Nations, NATO, the Organization for Security and Co-operation in Europe, and other associations in the global community.",https://en.wikipedia.org/wiki/Slovenia,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Flag_of_Slovenia.svg/125px-Flag_of_Slovenia.svg.png,2320,360,18,713.22,117.45,"empire, kingdom, slovenia, state, yugoslavia",unspecified,adult
Snip-snap-snorum,"Snip-snap-snorum, or snip-snap-snorem (sometimes unhyphenated), is a matching-type card game, mostly played by children, and has several variants.  The game dates to at least the 17th century in Franconia, and probably derives from a more ancient drinking and gambling game. References to ""snip, snap, snorum"", which seems to be the original English spelling, go back to at least 1755.",https://en.wikipedia.org/wiki/Snip-snap-snorum,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Piqu%C3%A9e.png/200px-Piqu%C3%A9e.png,385,59,3,110.51,122.35,"game, snap, snip, snorum, type",,teen
Solo 66,"Solo 66 is a trick-taking ace–ten card game for five players, in which a soloist always plays against the other four. It is based on the rules of Germany's national game, Skat, and is played with a French-suited Skat pack of 32 cards. Bidding is for the trump suit. Jacks are ranked within their respective suits and do not form additional trumps over and above the cards of the trump suit. Grupp describes it as ""an entertaining game for a larger group.""",https://en.wikipedia.org/wiki/Solo_66,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/French-suited_32-card_pack.jpg/220px-French-suited_32-card_pack.jpg,455,82,5,63.85,125.19,"cards, game, skat, suit, trump",unspecified,teen
Spades (card game),"Spades is a trick-taking card game devised in the United States in the 1930s. It can be played as either a partnership or solo/""cutthroat"" game. The object is to take the number of tricks that were bid before play of the hand began. Spades is a descendant of the whist family of card games, which also includes bridge, hearts, and oh hell. Its major difference as compared to other whist variants is that, instead of trump being decided by the highest bidder or at random, the spade suit always trumps, hence the name.",https://en.wikipedia.org/wiki/Spades_(card_game),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Spades_%284371711785%29.jpg/220px-Spades_%284371711785%29.jpg,518,93,5,73.29,126.1,"card, game, spades, tricks, whist",unspecified,teen
Spain,"Spain, officially the Kingdom of Spain, is a country in Southwestern Europe with territories in North Africa. Featuring the southernmost point of continental Europe, it is the largest country in Southern Europe and the fourth-most populous European Union member state. Spanning across the majority of the Iberian Peninsula, its territory also includes the Canary Islands, in the Atlantic Ocean, the Balearic Islands, in the Mediterranean Sea, and the autonomous cities of Ceuta and Melilla, in Africa. Peninsular Spain is bordered to the north by France, Andorra, and the Bay of Biscay; to the east and south by the Mediterranean Sea and Gibraltar; and to the west by Portugal and the Atlantic Ocean. Spain's capital and largest city is Madrid, and other major urban areas include Barcelona, Valencia, Seville, Zaragoza, Málaga, Murcia and Palma de Mallorca.
In early antiquity, the Iberian Peninsula was inhabited by Celts, Iberians, and other pre-Roman peoples. With the Roman conquest of the Iberian Peninsula, the province of Hispania was established. Following the Romanization and Christianization of Hispania, the fall of the Western Roman Empire ushered in the inward migration of tribes from Central Europe, including the Visigoths, who formed the Visigothic Kingdom centred on Toledo. In the early eighth century, most of the peninsula was conquered by the Umayyad Caliphate, and during early Islamic rule, Al-Andalus became a dominant peninsular power centred on Córdoba. Several Christian kingdoms emerged in Northern Iberia, chief among them Asturias, León, Castile, Aragon, Navarre, and Portugal; made an intermittent southward military expansion and repopulation, known as the Reconquista, repelling Islamic rule in Iberia, which culminated with the Christian seizure of the Nasrid Kingdom of Granada in 1492. The dynastic union of the Crown of Castile and the Crown of Aragon in 1479 under the Catholic Monarchs is often considered the de facto unification of Spain as a nation-state.
During the Age of Discovery, Spain pioneered the exploration of the New World, made the first circumnavigation of the globe and formed one of the largest empires in history. The Spanish Empire reached a global scale and spread across all continents, underpinning the rise of a global trading system fueled primarily by precious metals. In the 18th century, the Bourbon reforms centralized mainland Spain. In the 19th century, after the Napoleonic occupation and the victorious Spanish War of independence, the following political divisions between liberals and absolutists led to the breakaway of most of the American colonies. These political divisions finally converged in the 20th century with the Spanish Civil War, giving rise to the Francoist dictatorship that lasted until 1975. With the restoration of democracy and its entry into the European Union, the country experienced an economic boom that profoundly transformed it socially and politically. Since the Siglo de Oro, Spanish art, architecture, music, poetry, painting, literature, and cuisine have been influential worldwide, particularly in Western Europe and the Americas.  As a reflection of its large cultural wealth, Spain is the world's second-most visited country, has one of the world's largest numbers of World Heritage Sites, and it is the most popular destination for European students. Its cultural influence extends to over 600 million Hispanophones, making Spanish the world's second-most spoken native language and the world's most widely spoken Romance language.
Spain is a secular parliamentary democracy and a constitutional monarchy, with King Felipe VI as head of state. A developed country, it is a major advanced capitalist economy, with the world's fifteenth-largest by both nominal GDP and PPP-adjusted GDP. Spain is a member of the United Nations, the European Union, the eurozone, North Atlantic Treaty Organization (NATO), a permanent guest of the G20, and is part of many other international organizations such as the Council of Europe (CoE), the Organization of Ibero-American States (OEI), the Union for the Mediterranean, the Organisation for Economic Co-operation and Development (OECD), the Organization for Security and Co-operation in Europe (OSCE), and the World Trade Organization (WTO).",https://en.wikipedia.org/wiki/Spain,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/125px-Flag_of_Spain.svg.png,4289,651,22,1391.49,106.11,"country, europe, spain, union, world",,adult
